sn88075670|Oswego palladium|Oswego NY
sn93063566|Oswego palladium|Oswego NY
np00010011|The Oswegonian|Oswego NY
np00320003|The other paper|Syracuse NY
sn83031219|The Otsego Democrat|Cooperstown NY
sn87070110|The Otsego farmer|Cooperstown NY
sn83031207|The Otsego herald ; or, Western advertiser|Cooperstown NY
sn84031005|Otsego herald|Cooperstown NY
sn83031134|The Otsego journal|Gilbertsville NY
sn83031220|The Otsego Republican|Cooperstown NY
sn83031221|Otsego Republican|Cooperstown NY
sn85026330|The Otsego Republican|Cooperstown NY
sn91066405|Otsego tidings|Milford NY
np00320001|Overview|Syracuse NY
sn83007776|The Ovid gazette|Ovid NY
sn84035813|The owl|Rockville Centre NY
sn84035789|Oxford gazette|Oxford NY
sn91066749|Oxford press|Oxford NY
sn86063477|The Oxford review-times|Oxford NY
sn86063476|The Oxford review|Oxford NY
sn83031464|Oxford times|Oxford NY
sn84031139|Painted Post times|Painted Post NY
sn88074102|The palisades|Camp Shanks NY
sn84031482|The Palladium-times|Oswego-Fulton NY
sn84035943|Palmyra courier-journal and the Macedon journal|Palmyra NY
sn84035938|Palmyra courier-journal|Palmyra NY
sn83031814|The Palmyra courier|Palmyra NY
sn86091503|The Palmyra Democrat|Palmyra NY
sn84035797|Palmyra herald, and canal advertiser|Palmyra NY
sn88074192|Palmyra journal|Palmyra NY
sn84031392|Palmyra register|Palmyra NY
np00230002|The Paper sun|Utica NY
sn86071739|The Patchogue advance|Patchogue NY
sn83008557|Patent trader|Mount Kisco NY
sn84031431|Penn Yan courier|Penn Yan NY
sn83031516|Penn Yan express|Penn Yan NY
sn83031517|Penn-Yan Democrat|Penn-Yan NY
sn83031217|The peoples journal|Greenwich NY
sn83030737|The peoples press|Batavia NY
sn83031182|The peoples press|Kingston NY
sn88074482|Perry record|Perry NY
sn88074676|Phelps citizen-echo and Clifton Springs review|Phelps NY
sn88074678|The Phelps citizen-echo|Phelps NY
sn88074662|The Phelps citizen|Phelps NY
sn88074749|Phelps citizen|Phelps NY
sn89071030|Phelps country editor|Phelps NY
sn85025689|The picket|Rockville Center NY 
sn83031475|The pilot|Cazenovia NY
np00090002|The Pioneer|Rochester NY
sn2001061808|Pipe dream|Binghamton NY
sn96083606|The Plaindealer|Roslyn NY
sn84031094|Plattsburgh daily press|Plattsburgh NY
sn84031883|Plattsburgh daily Republican|Plattsburgh NY
sn84031356|Plattsburgh press-Republican|Plattsburgh NY
sn83031979|Plattsburgh Republican|Plattsburgh NY
sn88075730|The Plattsburgh sentinel and Clinton County farmer|Plattsburgh NY
sn85026976|The Plattsburgh sentinel|Plattsburgh NY
sn88075736|The Plattsburgh sentinel|Plattsburgh NY
sn90066261|The Pokeepsie evening enterprise|Pokeepsie NY
sn88075686|The Port Jefferson echo|Echo P.O., Long Island, Port Jefferson NY
sn88075685|Port Jefferson times-echo|Port Jefferson NY
sn85025688|Port Jervis daily union|Port Jervis NY
sn91066174|The Port Jervis union|Port Jervis NY
np00040001|Porthole|Throggs Neck NY
sn92062088|The Portville autograph|Portville NY
sn86034918|Portville review|Portville NY
sn86034919|The Portville star|Portville NY
np00150001|Post Script|Paul Smiths NY
sn84031447|The post-star|Glens Falls NY
sn85042161|The post|Ellicottville NY
sn84035824|The Potsdam herald-recorder|Potsdam NY
sn91066542|Poughkeepsie eagle, twice-a-week|Poughkeepsie NY
sn83031737|The Poughkeepsie eagle|Poughkeepsie NY
sn83031875|Poughkeepsie eagle|Poughkeepsie NY 
sn92061519|Poughkeepsie eagle|Poughkeepsie NY
sn88074101|Press-Republican|Plattsburgh NY
np00190002|The Press|Cortland NY
np00110004|The Principle|New York NY  
sn95071166|Przeglad tygodniowy = Polish weekly review|Niagara Falls NY
sn94057791|Pulaski advocate|Pulaski NY
sn92061420|The Pulaski banner|Pulaski NY
sn83031648|The Pulaski Democrat|Pulaski NY
sn95071432|Queens County review|Freeport NY
np00210001|R.I.T. reporter|Rochester NY
np00010012|The Racquette|Potsdam NY
sn91066641|Ramapo Valley gazette|Monroe NY
sn84031158|The Ravena news|Ravena NY
np00170001|The Ray|Troy NY
sn89071120|The record|Johnson City NY
sn97063616|The record|Huntington NY
sn83031691|The reflector and Schenectady Democrat|Schenectady NY
sn83032054|The reflector|Palmyra NY
sn87028314|Rensselaer County standard|Hoosick Falls NY
sn88074073|Republic-democrat|Brockport NY
sn88075679|The Republic|Buffalo NY
sn87070312|The Republican agriculturalist|Norwich NY
sn83031223|Republican and Democrat|Cooperstown NY
sn83031224|Republican and Democrat|Cooperstown NY
sn83031470|Republican monitor|Morrisville NY
sn96083520|Republican watchman and Jeffersonian Democrat|Monticello NY 
sn83031367|Republican watchman|Monticello NY
sn96083521|Republican watchman|Monticello NY
sn84024315|The Republican-journal|Ogdensburg NY
sn84031397|Republican|Plattsburgh NY
sn85054312|The Republican|Ellicottville NY
sn85042811|Richfield Springs daily|Richfield Springs NY
sn84026341|Richfield Springs Mercury|Richfield Springs NY
sn84035793|Richland courier|Pulaski NY
sn88079199|Richmond County advance|West New Brighton NY
sn2001061990|Richmond County democrat|Tompkinsville NY
sn87030234|The Rio Grande rattler|McAllen TX
sn84031405|Rochester Abendpost|Rochester NY
sn84031185|Rochester Beobachter|Rochester NY
sn84026578|Rochester daily telegraph|Rochester NY
sn84031190|Rochester täglicher Beobachter|Rochester NY
sn84026327|Rochester telegraph|Rochester NY
sn85025685|Rockland County journal|Nyack NY
sn83031487|Rockland County messenger|Haverstraw NY
sn83031499|Rockland County times weekly|Haverstraw NY
sn91067014|The Rockland news|Nyack NY
sn83031997|Rome daily sentinel|Rome NY
sn83031885|The Rome sentinel|Rome NY
np00220001|The Rosendale news|Rosendale NY
sn95071389|The Roslyn news|Roslyn NY
sn95071256|Roslyn tablet|Roslyn NY
sn84035818|Rural times|Otego NY
sn84031426|Rushville chronicle and Gorham new age|Penn Yan NY
sn84031153|The Rushville chronicle|Rushville NY 
sn85054481|Sag Harbor express and the news and the corrector|Sag Harbor NY
sn90066145|Sag Harbor express|Sag Harbor NY
sn83031600|Sag-Harbor express|Sag Harbor NY
sn92062037|Salamanca inquirer|Salamanca NY
sn83031653|Sandy Creek news|Sandy Creek NY
sn88075697|Sandy Creek times|Sandy Creek NY
sn91066722|Saturday critic|Ontonta NY
sn84031391|Saturday evening review|Elmira NY
sn89071300|Sayville weekly news|Sayville NY
sn83031677|The Schenectady cabinet, or, Freedoms sentinel|Schenectady NY
sn83031678|The Schenectady cabinet|Schenectady NY
sn86063498|The Schenectady cabinet|Schenectady NY
sn83031692|Schenectady Democrat|Schenectady NY
sn83031700|Schenectady Democrat. And reflector|Schenectady NY
sn83031694|Schenectady reflector|Schenectady NY
sn83031771|The Schenectady reflector|Schenectady NY
sn91066726|Schenevus Valley news|Schenevus NY
sn84031321|Schuyler County chronicle|Watkins NY
sn96083556|The Sea-side times|Southampton NY
sn84031803|Semi-weekly chronicle|Lansingburgh NY
sn92061520|The Semi-weekly eagle and Poughkeepsie news-telegraph|Poughkeepsie NY
sn85025980|Semi-weekly tribune|New-York NY
sn90066080|Seneca County courier-journal|Seneca Falls NY
sn90066128|The Seneca County journal|Seneca Falls NY
np00260001|The Shanks villager|Orangeburg NY
sn93063757|Silver Creek gazette|Silver Creek NY
sn84035899|Silver Creek local|Silver Creek NY
sn93063739|Silver Creek news and times|Silver Creek NY
sn92062089|Silver Creek news|Silver Creek NY
sn93063738|Silver Creek times|Silver Creek NY
sn88074193|Silver Springs signal|Silver Springs NY
sn92062049|Silver-Creek gazette|Silver Creek NY
np00110005|The social world|Rochester NY
sn92061740|South New Berlin bee|South New Berlin NY
sn96083504|South Side messenger|Bellmore NY
sn84031784|South side observer|Freeport, NY
sn83031038|South Side Signal|Babylon NY
sn83007173|Southampton press|Southampton NY
sn84031396|The Southern-tier leader|Elmira NY
np00130004|The Spectrum|Buffalo NY
np00130006|The Spectrum|Buffalo NY
np00110006|The Spirit of the age|New York NY
sn88074229|Spirit of the times and peoples press|Batavia NY
sn83030747|Spirit of the times|Batavia NY
sn86053155|The spirit of the times|Batavia NY
sn88075726|The spirit of the times|Batavia NY 
np00030001|The Spirit|Sanborn NY
np00110007|Spiritual clarion|Auburn NY
sn93062939|Spiritual telegraph|New York NY 
np00110008|The Spiritualist at work|New York NY
sn88099995|St. Lawrence American|Ogdensburgh NY
sn83031402|St. Lawrence gazette|Ogdensburgh NY
sn84035825|The St. Lawrence herald|Potsdam NY
sn83031416|St. Lawrence Republican and Ogdensburgh weekly journal|Ogdensburgh NY
sn85026930|St. Lawrence Republican, and general advertiser|Ogdensburgh NY
sn83031401|St. Lawrence Republican|Ogdensburgh NY
sn83030944|Stamford and Bloomville mirror|Stamford NY
sn87070421|The Standard press|Hoosick Falls NY
sn91066345|The Star of Delaware|Delhi NY
sn84035887|Staten Island advance|Staten Island NY
sn87073006|Staten Island independent|Staten Island NY
sn83030976|The Staten Island leader|Edgewater NY 
np00060001|The Stylus|Brockport NY
sn93063722|Suburban life|DeWitt NY
sn84031477|The Suffolk County news|Sayville NY
sn83031183|Suffolk weekly times|Greenport NY
sn90066315|Sullivan County record Roscoe Rockland review|Jeffersonville NY
sn83031330|Sullivan County record|Jeffersonville NY
sn84031251|The summary|Elmira NY
np00200001|The Sun and Record|Williamson NY
sn83030430|The Sun and New York press|New York NY
sn83030273|The Sun and the New York herald|New York NY
sn83030272|The sun|New York NY
sn83030431|The sun|New York NY
sn86034967|The sun|Fort Covington NY
sn88074644|Sunday morning herald|Olean NY
sn85054487|Sunday morning telegram|Elmira NY
sn84031252|Sunday morning tidings|Elmira NY
np00180001|The sunflower|Lily Dale NY
np00240001|SUNY Erie Community College Student Voice|Buffalo NY
sn83031907|Syracuse Union|Syracuse NY
np00300002|Tangerine|Utica NY
sn92061886|Tarrytown daily news|Tarrytown NY
np00100001|The Gleaner|Rochester NY
sn93063543|Ticonderoga sentinel and Ticonderogian|Ticonderoga NY
sn84035884|Ticonderoga sentinel|Ticonderoga NY
sn93063544|Ticonderoga sentinel|Ticonderoga NY
2008245210|The Times of Northport and East Northport|Setauket NY
2008245209|The Times of Northport|Setauket NY
np00140004|Times of Wayne County|Macedon NY
np00140003|Times|Walworth NY
sn89071289|Tioga County courier-gazette|Owego NY
sn85026905|Tioga County record|Owego NY
sn85042153|The tocsin|Cooperstown NY
sn89071071|Town and country gazette|Livonia NY
sn88074477|Tri-county times|Arcade NY
sn83031675|Tri-states union|Port Jervis NY
sn83031312|The tribune-press|Gouverneur NY
sn83031777|The Troy sentinel|Troy NY
sn83031799|The Troy weekly times|Troy NY
sn84031109|Tupper Lake free press and Tupper Lake herald|Tupper Lake NY
sn87070372|Tupper Lake free press|Tupper Lake NY
sn87070317|The Tupper Lake herald and Adirondack mountain press|Tupper Lake NY
sn87070316|The Tupper Lake herald|Tupper Lake NY
sn85054249|The Turin gazette|Turin NY
np00130005|U of B spectrum|Buffalo NY
sn83031837|The Unadilla times|Unadilla NY
sn93063671|Tribune-press|Gouverneur NY
sn91066322|The Union Argus|Union NY
sn84031974|The Union news|Union NY
sn90066178|The Union news|Union NY
sn91066319|The Union news|Union NY
sn83031857|The Union weekly news|Union NY
sn84031975|Union-Endicott news|Union NY
sn88074365|The Union-gazette|Newark NY
sn83031226|Union-Village journal|Greenwich NY
np00110009|The universe|New York NY
np00300001|Utica College News|Utica NY
np00300003|Utica College Oracle|Utica NY
sn83031899|Utica daily observer|Utica NY
sn83031902|The Utica observer|Utica NY
sn91066207|The Valley breeze|Van Ettenville NY
sn91066727|The Valley news|Schenevus NY
sn84031338|Viewpoint Finger Lakes|Dundee NY
sn88074281|The village chronicle|Dansville Village NY
sn83030608|The villager|New York NY
sn97063618|Voice of the people|Auburn NY
sn90066221|The Waddington pioneer|Waddington NY
sn84035844|Waddington recorder|Waddington NY
sn90066222|Waddington reporter|Waddington NY
sn83031174|Warren County messenger|Glens Falls NY
sn87070352|Warren messenger|Glens Falls NY
sn87070275|Washington County advertiser|Fort Edward NY
sn84031326|The Washington County chronicle|Whitehall NY
sn83031304|Washington County journal|Union-Village NY
sn83031734|Washington County news|Whitehall NY
sn84031455|Washington County peoples journal|Greenwich NY
sn84031454|Washington journal|Union-Village NY
sn83031536|The Watch-tower|Cooperstown NY
sn96083587|The Watchman of the sunrise trail|Mattituck NY
sn96083588|The watchman|Mattituck NY
sn84035539|Watertown Daily Times|Watertown NY
sn84035541|Watertown Daily Times|Watertown NY
sn85054447|The Watertown herald|Watertown NY
sn85054450|Watertown re-union|Watertown NY
sn84035540|Watertown times|Watertown NY
sn89071316|The Wave of Long Island|Oceanus NY
sn88074191|Wayne County dispatch|Palmyra NY
sn84031445|The Wayne County journal|Palmyra NY
sn87070398|The Wayne County mail and Ontario register|Ontario NY
sn83007652|Wayne County mail|Ontario NY
sn84024337|Wayne sentinel|Palmyra NY
sn82007246|The Webster herald|Webster NY
sn83031013|The weekly recorder|Fayetteville NY
sn99066040|The weekly sun|New York NY
sn88074455|The weekly times|Honeoye Falls NY
sn92062143|The western Argus|Westfield NY
sn83031453|Western constellation|Catskill NY
sn84035796|Western farmer|Palmyra NY
sn84031116|The Western federalist|Auburn NY
sn89071006|Western New York advertiser|Dansville NY
sn83031506|Western repository|Canandaigua NY
sn85025341|The western star|Westfield NY
sn92062137|Westfield advocate|Westfield NY
sn92062144|Westfield critic|Westfield NY
sn83031735|Westfield messenger|Westfield NY
sn83031732|Westfield Republican|Westfield NY
sn89071098|The Westfield transcript|Westfield NY
sn2003060372|The White Plains argus|White Plains NY
sn2001062096|White Plains daily argus|White Plains NY
sn85054098|The Whitehall chronicle|Whitehall NY
sn84031327|The Whitehall times|Whitehall NY
sn92061685|The Whitesville news|Whitesville NY
sn92061687|The Whitesville news|Whitesville NY 
sn88074517|The Williamson sentinel|Williamson NY
sn88074529|The Williamson sun and The Williamson sentinel|Williamson NY
sn92062238|Woodhull and Claflins weekly|New York, NY
sn84031337|The Worcester times|Worcester NY
np00010015|The Word|Watertown NY
sn86034975|The Wyoming County herald|Bliss and Silver Springs NY
sn84035923|Wyoming County times|Warsaw NY
sn83031518|Yates County chronicle|Penn Yan NY
sn83031797|Yates County Whig|Penn-Yan NY
np00110010|The year of jubilee|New York NY
sn94057918|The Youngstown News and Niagara Free Press|Youngstown NY
sn94057579|The Youngstown News|Youngstown NY
sn94057578|Youngstown Times|Youngstown NY
